-1.059166	-0.304033
-1.230047	-0.338027
-1.372025	-0.364900
-1.485196	-0.384604
-1.570531	-0.397229
-1.629788	-0.403005
-1.665405	-0.402296
-1.680371	-0.395592
-1.678082	-0.383497
-1.662188	-0.366719
-1.636435	-0.346051
-1.604505	-0.322357
-1.569873	-0.296553
-1.535666	-0.269589
-1.504541	-0.242434
-1.478590	-0.216050
-1.459267	-0.191384
-1.447334	-0.169343
-1.442852	-0.150784
-1.445183	-0.136497
-1.453035	-0.127190
-1.464527	-0.123483
-1.477274	-0.125892
-1.488506	-0.134822
-1.495187	-0.150561
-1.494163	-0.173273
-1.482299	-0.202993
-1.456634	-0.239625
-1.414520	-0.282939
-1.353755	-0.332572
-1.272704	-0.388028
-1.170396	-0.448682
-1.046604	-0.513784
-0.901891	-0.582466
-0.737635	-0.653748
-0.556020	-0.726555
-0.359999	-0.799721
-0.153229	-0.872011
0.060025	-0.942135
0.275005	-1.008771
0.486598	-1.070582
0.689491	-1.126244
0.878337	-1.174471
1.047926	-1.214042
1.193353	-1.243827
1.310188	-1.262820
1.394627	-1.270161
1.443630	-1.265168
1.455042	-1.247361
1.427677	-1.216483
1.361389	-1.172518
1.257095	-1.115710
1.116782	-1.046570
0.943470	-0.965879
0.741147	-0.874686
0.514675	-0.774303
0.269661	-0.666283
0.012320	-0.552401
-0.250705	-0.434625
-0.512512	-0.315074
-0.766141	-0.195984
-1.004764	-0.079654
-1.221875	0.031603
-1.411477	0.135513
-1.568253	0.229900
-1.687713	0.312740
-1.766322	0.382215
-1.801603	0.436768
-1.792207	0.475147
-1.737947	0.496447
-1.639808	0.500144
-1.499914	0.486117
-1.321473	0.454667
-1.108681	0.406515
-0.866610	0.342801
-0.601065	0.265060
-0.318423	0.175196
-0.025461	0.075438
0.270826	-0.031709
0.563413	-0.143524
0.845426	-0.257136
1.110321	-0.369601
1.352048	-0.477972
1.565195	-0.579382
1.745117	-0.671119
1.888036	-0.750704
1.991117	-0.815955
2.052518	-0.865054
2.071404	-0.896598
2.047944	-0.909640
1.983267	-0.903721
1.879407	-0.878884
1.739217	-0.835676
1.566263	-0.775139
1.364708	-0.698776
1.139182	-0.608515
0.894645	-0.506657
0.636247	-0.395805
0.369192	-0.278796
0.098608	-0.158617
-0.170577	-0.038319
-0.433741	0.079074
-0.686662	0.190647
-0.925591	0.293685
-1.147308	0.385749
-1.349160	0.464749
-1.529074	0.528999
-1.685556	0.577271
-1.817671	0.608824
-1.925007	0.623424
-2.007627	0.621344
-2.066009	0.603352
-2.100982	0.570679
-2.113653	0.524975
-2.105338	0.468252
-2.077492	0.402811
-2.031647	0.331165
-1.969349	0.255949
-1.892118	0.179836
-1.801403	0.105437
-1.698561	0.035217
-1.584841	-0.028592
-1.461382	-0.084066
-1.329218	-0.129659
-1.189303	-0.164254
-1.042530	-0.187203
-0.889764	-0.198351
-0.731879	-0.198040
-0.569794	-0.187097
-0.404505	-0.166809
-0.237118	-0.138875
-0.068871	-0.105346
0.098844	-0.068555
0.264483	-0.031029
0.426344	0.004599
0.582591	0.035688
0.731276	0.059687
0.870378	0.074232
0.997854	0.077235
1.111691	0.066971
1.209974	0.042145
1.290951	0.001953
1.353103	-0.053875
1.395211	-0.125055
1.416422	-0.210742
1.416302	-0.309541
1.394887	-0.419546
1.352713	-0.538387
1.290836	-0.663299
1.210840	-0.791211
1.114817	-0.918831
1.005339	-1.042762
0.885408	-1.159604
0.758389	-1.266073
0.627931	-1.359110
0.497871	-1.435984
0.372128	-1.494397
0.254591	-1.532561
0.149006	-1.549272
0.058854	-1.543960
-0.012756	-1.516723
-0.063196	-1.468333
-0.090411	-1.400232
-0.092995	-1.314489
-0.070257	-1.213755
-0.022252	-1.101183
0.050193	-0.980337
0.145491	-0.855088
0.261324	-0.729493
0.394699	-0.607672
0.542022	-0.493673
0.699199	-0.391352
0.861751	-0.304237
1.024943	-0.235420
1.183926	-0.187449
1.333883	-0.162243
1.470180	-0.161020
1.588510	-0.184252
1.685032	-0.231641
1.756493	-0.302118
1.800342	-0.393868
1.814813	-0.504380
1.798990	-0.630517
1.752847	-0.768606
1.677257	-0.914553
1.573973	-1.063959
1.445582	-1.212262
1.295433	-1.354874
1.127536	-1.487321
0.946439	-1.605391
0.757097	-1.705258
0.564711	-1.783607
0.374565	-1.837742
0.191866	-1.865668
0.021573	-1.866161
-0.131762	-1.838804
-0.264139	-1.784008
-0.372239	-1.702999
-0.453537	-1.597781
-0.506382	-1.471081
-0.530056	-1.326259
-0.524799	-1.167210
-0.491806	-0.998241
-0.433187	-0.823938
-0.351909	-0.649026
-0.251693	-0.478224
-0.136903	-0.316097
-0.012400	-0.166915
0.116612	-0.034527
0.244760	0.077756
0.366672	0.167265
0.477159	0.232043
0.571383	0.270903
0.645020	0.283459
0.694405	0.270124
0.716655	0.232094
0.709765	0.171292
0.672686	0.090305
0.605356	-0.007715
0.508711	-0.119155
0.384662	-0.240070
0.236032	-0.366317
0.066473	-0.493689
-0.119653	-0.618062
-0.317409	-0.735525
-0.521444	-0.842510
-0.726162	-0.935909
-0.925906	-1.013164
-1.115138	-1.072355
-1.288620	-1.112245
-1.441581	-1.132318
-1.569876	-1.132784
-1.670115	-1.114555
-1.739775	-1.079205
-1.777283	-1.028904
-1.782060	-0.966325
-1.754542	-0.894546
-1.696160	-0.816927
-1.609292	-0.736986
-1.497180	-0.658264
-1.363819	-0.584192
-1.213823	-0.517967
-1.052267	-0.462429
-0.884516	-0.419959
-0.716044	-0.392387
-0.552247	-0.380928
-0.398263	-0.386135
-0.258796	-0.407878
-0.137958	-0.445350
-0.039130	-0.497095
0.035152	-0.561067
0.083286	-0.634698
0.104651	-0.715005
0.099633	-0.798693
0.069609	-0.882288
0.016897	-0.962263
-0.055324	-1.035180
-0.143124	-1.097825
-0.241961	-1.147329
-0.346842	-1.181293
-0.452495	-1.197885
-0.553560	-1.195921
-0.644775	-1.174926
-0.721171	-1.135166
-0.778249	-1.077654
-0.812147	-1.004132
-0.819786	-0.917020
-0.798991	-0.819346
-0.748581	-0.714644
-0.668427	-0.606839
-0.559476	-0.500112
-0.423737	-0.398751
-0.264234	-0.306995
-0.084918	-0.228883
0.109447	-0.168091
0.313427	-0.127795
0.521087	-0.110534
0.726180	-0.118102
0.922347	-0.151454
1.103319	-0.210647
1.263128	-0.294804
1.396300	-0.402110
1.498042	-0.529846
1.564407	-0.674444
1.592430	-0.831583
1.580239	-0.996302
1.527129	-1.163149
1.433602	-1.326340
1.301363	-1.479941
1.133286	-1.618052
0.933338	-1.735005
0.706467	-1.825549
0.458460	-1.885035
0.195777	-1.909580
-0.074645	-1.896216
-0.345599	-1.843009
-0.609821	-1.749155
-0.860216	-1.615035
-1.090068	-1.442239
-1.293247	-1.233555
-1.464395	-0.992915
-1.599091	-0.725312
-1.693982	-0.436679
-1.746885	-0.133735
-1.756855	0.176190
-1.724206	0.485353
-1.650504	0.785817
-1.538512	1.069670
-1.392103	1.329257
-1.216136	1.557394
-1.016307	1.747589
-0.798965	1.894230
-0.570919	1.992753
-0.339224	2.039790
-0.110964	2.033272
0.106963	1.972499
0.308059	1.858178
0.486421	1.692410
0.636915	1.478641
0.755329	1.221579
0.838490	0.927067
0.884356	0.601924
0.892061	0.253767
0.861927	-0.109206
0.795442	-0.478431
0.695194	-0.845222
0.564775	-1.200999
0.408655	-1.537529
0.232021	-1.847147
0.040607	-2.122958
-0.159502	-2.359020
-0.362070	-2.550498
-0.560912	-2.693785
-0.750100	-2.786579
-0.924141	-2.827934
-1.078161	-2.818262
-1.208046	-2.759297
-1.310568	-2.654023
-1.383477	-2.506566
-1.425559	-2.322054
-1.436656	-2.106445
-1.417656	-1.866344
-1.370442	-1.608790
-1.297811	-1.341047
-1.203364	-1.070383
-1.091363	-0.803854
-0.966576	-0.548105
-0.834100	-0.309180
-0.699174	-0.092357
-0.566993	0.097991
-0.442519	0.258502
-0.330308	0.386899
-0.234347	0.482028
-0.157914	0.543865
-0.103464	0.573478
-0.072542	0.572960
-0.065733	0.545335
-0.082638	0.494428
-0.121897	0.424719
-0.181231	0.341175
-0.257531	0.249067
-0.346965	0.153790
-0.445117	0.060672
-0.547148	-0.025207
-0.647967	-0.099181
-0.742418	-0.157153
-0.825465	-0.195729
-0.892380	-0.212319
-0.938916	-0.205218
-0.961470	-0.173655
-0.957220	-0.117805
-0.924242	-0.038773
-0.861589	0.061450
-0.769352	0.180064
-0.648667	0.313562
-0.501705	0.457852
-0.331614	0.608404
-0.142432	0.760399
0.061025	0.908894
0.273316	1.048989
0.488537	1.175988
0.700506	1.285556
0.902961	1.373855
1.089761	1.437676
1.255084	1.474532
1.393620	1.482748
1.500745	1.461502
1.572683	1.410855
1.606632	1.331748
1.600869	1.225964
1.554819	1.096076
1.469085	0.945359
1.345445	0.777690
1.186810	0.597424
0.997150	0.409260
0.781379	0.218097
0.545215	0.028884
0.295013	-0.153527
0.037579	-0.324524
-0.220038	-0.479868
-0.470754	-0.615816
-0.707664	-0.729221
-0.924256	-0.817615
-1.114601	-0.879273
-1.273543	-0.913245
-1.396850	-0.919375
-1.481347	-0.898284
-1.525012	-0.851339
-1.527040	-0.780593
-1.487865	-0.688712
-1.409152	-0.578882
-1.293740	-0.454699
-1.145562	-0.320059
-0.969521	-0.179030
-0.771340	-0.035735
-0.557390	0.105776
-0.334493	0.241638
-0.109716	0.368276
0.109847	0.482506
0.317288	0.581609
0.506093	0.663394
0.670345	0.726246
0.804895	0.769150
0.905523	0.791696
0.969056	0.794071
0.993468	0.777024
0.977933	0.741827
0.922848	0.690212
0.829812	0.624300
0.701580	0.546526
0.541967	0.459550
0.355730	0.366173
0.148420	0.269249
-0.073792	0.171600
-0.304305	0.075939
-0.536291	-0.015204
-0.762905	-0.099537
-0.977489	-0.175061
-1.173781	-0.240104
-1.346094	-0.293351
-1.489493	-0.333850
-1.599937	-0.361016
-1.674394	-0.374622
-1.710935	-0.374772
-1.708774	-0.361875
-1.668297	-0.336607
-1.591030	-0.299873
-1.479598	-0.252755
-1.337626	-0.196474
-1.169630	-0.132342
-0.980874	-0.061718
-0.777198	0.014024
-0.564849	0.093535
-0.350277	0.175510
-0.139948	0.258715
0.059853	0.341995
0.243211	0.424281
0.404756	0.504592
